case_id,resource,role,activity,start_time,end_time,enabled_time,age,priority
198,Clerk-000003,Clerk,Check credit history,2023-02-27T12:59:42.429,2023-02-27T13:32:32.121,2023-02-27T12:59:42.429,24,medium
197,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-27T13:14:55.937,2023-02-27T13:34:55.937,2023-02-27T13:14:55.937,30,medium
194,Clerk-000007,Clerk,Approve application,2023-02-27T13:32:49.624,2023-02-27T13:37:49.624,2023-02-27T13:32:49.624,57,medium
203,Clerk-000006,Clerk,Check application form completeness,2023-02-27T13:30:00.000,2023-02-27T13:41:34.427,2023-02-27T13:30:00.000,18,medium
201,Appraiser-000002,Appraiser,Appraise property,2023-02-27T13:24:39.342,2023-02-27T13:48:01.601,2023-02-27T12:38:45.406,30,medium
200,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-27T13:28:48.237,2023-02-27T13:48:48.237,2023-02-27T13:28:48.237,47,medium
203,Clerk-000004,Clerk,Check credit history,2023-02-27T13:41:34.427,2023-02-27T13:54:39.120,2023-02-27T13:41:34.427,56,medium
203,AML Investigator-000002,AML Investigator,AML check,2023-02-27T13:41:34.427,2023-02-27T13:58:02.126,2023-02-27T13:41:34.427,18,medium
201,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-27T13:48:01.601,2023-02-27T14:08:01.601,2023-02-27T13:48:01.601,64,medium
199,Clerk-000002,Clerk,Check credit history,2023-02-27T12:37:35.684,2023-02-27T14:09:00.843,2023-02-27T12:37:35.684,25,low
204,Clerk-000005,Clerk,Check application form completeness,2023-02-27T14:00:00.000,2023-02-27T14:11:04.342,2023-02-27T14:00:00.000,28,high
198,Appraiser-000001,Appraiser,Appraise property,2023-02-27T13:08:16.830,2023-02-27T14:11:47.275,2023-02-27T12:59:42.429,24,medium
201,Loan Officer-000001,Loan Officer,Design loan offer,2023-02-27T14:08:01.601,2023-02-27T14:14:44.874,2023-02-27T14:08:01.601,43,medium
203,Appraiser-000002,Appraiser,Appraise property,2023-02-27T13:48:01.601,2023-02-27T14:23:14.854,2023-02-27T13:41:34.427,37,medium
199,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-27T14:09:00.843,2023-02-27T14:29:00.843,2023-02-27T14:09:00.843,51,low
202,Applicant-000001,Applicant,Applicant completes form,2023-02-27T13:30:05.437,2023-02-27T14:30:05.437,2023-02-27T13:30:05.437,45,high
205,Clerk-000001,Clerk,Check application form completeness,2023-02-27T14:30:00.000,2023-02-27T14:31:44.256,2023-02-27T14:30:00.000,58,high
198,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-27T14:11:47.275,2023-02-27T14:31:47.275,2023-02-27T14:11:47.275,65,medium
198,Loan Officer-000001,Loan Officer,Design loan offer,2023-02-27T14:31:47.275,2023-02-27T14:34:14.067,2023-02-27T14:31:47.275,58,medium
201,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-27T14:14:44.874,2023-02-27T14:34:44.874,2023-02-27T14:14:44.874,18,medium
197,Clerk-000006,Clerk,Approve application,2023-02-27T14:34:55.937,2023-02-27T14:39:55.937,2023-02-27T14:34:55.937,58,medium
203,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-27T14:23:14.854,2023-02-27T14:43:14.854,2023-02-27T14:23:14.854,39,medium
205,AML Investigator-000002,AML Investigator,AML check,2023-02-27T14:31:44.256,2023-02-27T14:44:55.815,2023-02-27T14:31:44.256,45,high
203,Loan Officer-000002,Loan Officer,Design loan offer,2023-02-27T14:43:14.854,2023-02-27T14:46:36.327,2023-02-27T14:43:14.854,57,medium
202,Clerk-000003,Clerk,Check application form completeness,2023-02-27T14:30:05.437,2023-02-27T14:48:37.389,2023-02-27T14:30:05.437,53,high
202,Clerk-000004,Clerk,Return application back to applicant,2023-02-27T14:48:37.389,2023-02-27T14:53:37.389,2023-02-27T14:48:37.389,44,high
200,Clerk-000002,Clerk,Cancel application,2023-02-27T14:48:48.237,2023-02-27T14:53:48.237,2023-02-27T14:48:48.237,35,medium
198,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-27T14:34:14.067,2023-02-27T14:54:14.067,2023-02-27T14:34:14.067,46,medium
205,Appraiser-000002,Appraiser,Appraise property,2023-02-27T14:31:44.256,2023-02-27T14:56:40.456,2023-02-27T14:31:44.256,52,high
204,AML Investigator-000001,AML Investigator,AML check,2023-02-27T14:11:04.342,2023-02-28T07:00:17.873,2023-02-27T14:11:04.342,47,high
206,Clerk-000005,Clerk,Check application form completeness,2023-02-28T07:00:00.000,2023-02-28T07:00:28.149,2023-02-27T15:00:00.000,64,low
204,Clerk-000008,Clerk,Check credit history,2023-02-27T14:11:04.342,2023-02-28T07:04:06.069,2023-02-27T14:11:04.342,37,high
201,Clerk-000006,Clerk,Cancel application,2023-02-28T07:00:00.000,2023-02-28T07:05:00.000,2023-02-27T15:34:44.874,39,medium
198,Clerk-000003,Clerk,Cancel application,2023-02-28T07:00:00.000,2023-02-28T07:05:00.000,2023-02-27T15:54:14.067,62,medium
206,Clerk-000004,Clerk,Check credit history,2023-02-28T07:00:28.149,2023-02-28T07:06:17.333,2023-02-28T07:00:28.149,35,low
203,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-27T14:46:36.327,2023-02-28T07:06:36.327,2023-02-27T14:46:36.327,21,medium
199,Clerk-000001,Clerk,Reject application,2023-02-28T07:00:00.000,2023-02-28T07:10:00.000,2023-02-27T15:29:00.843,62,low
206,AML Investigator-000002,AML Investigator,AML check,2023-02-28T07:00:28.149,2023-02-28T07:18:44.550,2023-02-28T07:00:28.149,59,low
206,Appraiser-000002,Appraiser,Appraise property,2023-02-28T07:00:28.149,2023-02-28T07:34:31.718,2023-02-28T07:00:28.149,45,low
204,Appraiser-000001,Appraiser,Appraise property,2023-02-27T14:11:47.275,2023-02-28T07:42:10.552,2023-02-27T14:11:04.342,36,high
202,Applicant-000001,Applicant,Applicant completes form,2023-02-27T14:53:37.389,2023-02-28T07:53:37.389,2023-02-27T14:53:37.389,29,high
206,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-28T07:34:31.718,2023-02-28T07:54:31.718,2023-02-28T07:34:31.718,29,low
207,Clerk-000002,Clerk,Check application form completeness,2023-02-28T07:30:00.000,2023-02-28T07:59:14.211,2023-02-28T07:30:00.000,49,medium
204,Loan Officer-000001,Loan Officer,Assess loan risk,2023-02-28T07:42:10.552,2023-02-28T08:02:10.552,2023-02-28T07:42:10.552,41,high
207,Appraiser-000002,Appraiser,Appraise property,2023-02-28T07:59:14.211,2023-02-28T08:04:31.229,2023-02-28T07:59:14.211,20,medium
205,Clerk-000007,Clerk,Check credit history,2023-02-27T14:31:44.256,2023-02-28T08:05:52.214,2023-02-27T14:31:44.256,45,high
203,Clerk-000003,Clerk,Cancel application,2023-02-28T08:06:36.327,2023-02-28T08:11:36.327,2023-02-28T08:06:36.327,58,medium
206,Loan Officer-000004,Loan Officer,Design loan offer,2023-02-28T07:54:31.718,2023-02-28T08:19:26.541,2023-02-28T07:54:31.718,38,low
202,Clerk-000005,Clerk,Check application form completeness,2023-02-28T07:53:37.389,2023-02-28T08:19:52.415,2023-02-28T07:53:37.389,31,high
202,Appraiser-000001,Appraiser,Appraise property,2023-02-28T08:19:52.415,2023-02-28T08:24:18.136,2023-02-28T08:19:52.415,48,high
202,Clerk-000004,Clerk,Check credit history,2023-02-28T08:19:52.415,2023-02-28T08:24:45.601,2023-02-28T08:19:52.415,25,high
205,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-28T08:05:52.214,2023-02-28T08:25:52.214,2023-02-28T08:05:52.214,32,high
207,Clerk-000008,Clerk,Check credit history,2023-02-28T07:59:14.211,2023-02-28T08:31:07.952,2023-02-28T07:59:14.211,43,medium
206,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-28T08:19:26.541,2023-02-28T08:39:26.541,2023-02-28T08:19:26.541,18,low
208,Clerk-000006,Clerk,Check application form completeness,2023-02-28T08:00:00.000,2023-02-28T08:41:07.989,2023-02-28T08:00:00.000,50,medium
207,AML Investigator-000001,AML Investigator,AML check,2023-02-28T07:59:14.211,2023-02-28T08:48:42.303,2023-02-28T07:59:14.211,22,medium
202,AML Investigator-000002,AML Investigator,AML check,2023-02-28T08:19:52.415,2023-02-28T08:50:28.733,2023-02-28T08:19:52.415,57,high
208,Clerk-000002,Clerk,Check credit history,2023-02-28T08:41:07.989,2023-02-28T09:02:37.430,2023-02-28T08:41:07.989,39,medium
209,Clerk-000001,Clerk,Check application form completeness,2023-02-28T08:30:00.000,2023-02-28T09:02:43.686,2023-02-28T08:30:00.000,58,low
208,AML Investigator-000001,AML Investigator,AML check,2023-02-28T08:48:42.303,2023-02-28T09:02:55.144,2023-02-28T08:41:07.989,30,medium
209,Clerk-000005,Clerk,Check credit history,2023-02-28T09:02:43.686,2023-02-28T09:06:35.036,2023-02-28T09:02:43.686,58,low
209,Appraiser-000001,Appraiser,Appraise property,2023-02-28T09:02:43.686,2023-02-28T09:08:10.743,2023-02-28T09:02:43.686,60,low
207,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-28T08:48:42.303,2023-02-28T09:08:42.303,2023-02-28T08:48:42.303,31,medium
202,Loan Officer-000001,Loan Officer,Assess loan risk,2023-02-28T08:50:28.733,2023-02-28T09:10:28.733,2023-02-28T08:50:28.733,41,high
202,Loan Officer-000004,Loan Officer,Design loan offer,2023-02-28T09:10:28.733,2023-02-28T09:11:34.580,2023-02-28T09:10:28.733,31,high
204,Clerk-000003,Clerk,Reject application,2023-02-28T09:02:10.552,2023-02-28T09:12:10.552,2023-02-28T09:02:10.552,42,high
208,Appraiser-000002,Appraiser,Appraise property,2023-02-28T08:41:07.989,2023-02-28T09:17:39.207,2023-02-28T08:41:07.989,55,medium
210,Clerk-000007,Clerk,Check application form completeness,2023-02-28T09:00:00.000,2023-02-28T09:26:58.966,2023-02-28T09:00:00.000,55,high
202,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-28T09:11:34.580,2023-02-28T09:31:34.580,2023-02-28T09:11:34.580,45,high
211,Clerk-000006,Clerk,Check application form completeness,2023-02-28T09:30:00.000,2023-02-28T09:32:10.765,2023-02-28T09:30:00.000,57,medium
205,Clerk-000004,Clerk,Reject application,2023-02-28T09:25:52.214,2023-02-28T09:35:52.214,2023-02-28T09:25:52.214,53,high
208,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-28T09:17:39.207,2023-02-28T09:37:39.207,2023-02-28T09:17:39.207,21,medium
211,Clerk-000002,Clerk,Check credit history,2023-02-28T09:32:10.765,2023-02-28T09:39:17.752,2023-02-28T09:32:10.765,49,medium
210,AML Investigator-000001,AML Investigator,AML check,2023-02-28T09:26:58.966,2023-02-28T09:39:37.036,2023-02-28T09:26:58.966,22,high
209,AML Investigator-000002,AML Investigator,AML check,2023-02-28T09:02:43.686,2023-02-28T09:39:45.746,2023-02-28T09:02:43.686,62,low
206,Clerk-000001,Clerk,Cancel application,2023-02-28T09:39:26.541,2023-02-28T09:44:26.541,2023-02-28T09:39:26.541,22,low
211,Appraiser-000002,Appraiser,Appraise property,2023-02-28T09:32:10.765,2023-02-28T09:49:57.734,2023-02-28T09:32:10.765,23,medium
209,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-28T09:39:45.746,2023-02-28T09:59:45.746,2023-02-28T09:39:45.746,50,low
210,Clerk-000008,Clerk,Check credit history,2023-02-28T09:26:58.966,2023-02-28T10:02:53.667,2023-02-28T09:26:58.966,22,high
212,Clerk-000005,Clerk,Check application form completeness,2023-02-28T10:00:00.000,2023-02-28T10:13:32.304,2023-02-28T10:00:00.000,51,low
211,AML Investigator-000001,AML Investigator,AML check,2023-02-28T09:39:37.036,2023-02-28T10:14:23.006,2023-02-28T09:32:10.765,62,medium
212,Clerk-000007,Clerk,Check credit history,2023-02-28T10:13:32.304,2023-02-28T10:16:34.822,2023-02-28T10:13:32.304,58,low
207,Clerk-000003,Clerk,Reject application,2023-02-28T10:08:42.303,2023-02-28T10:18:42.303,2023-02-28T10:08:42.303,26,medium
212,Appraiser-000002,Appraiser,Appraise property,2023-02-28T10:13:32.304,2023-02-28T10:22:44.245,2023-02-28T10:13:32.304,56,low
210,Appraiser-000001,Appraiser,Appraise property,2023-02-28T09:26:58.966,2023-02-28T10:33:31.746,2023-02-28T09:26:58.966,64,high
211,Loan Officer-000001,Loan Officer,Assess loan risk,2023-02-28T10:14:23.006,2023-02-28T10:34:23.006,2023-02-28T10:14:23.006,63,medium
202,Clerk-000004,Clerk,Cancel application,2023-02-28T10:31:34.580,2023-02-28T10:36:34.580,2023-02-28T10:31:34.580,29,high
211,Loan Officer-000002,Loan Officer,Design loan offer,2023-02-28T10:34:23.006,2023-02-28T10:36:41.905,2023-02-28T10:34:23.006,42,medium
212,AML Investigator-000002,AML Investigator,AML check,2023-02-28T10:13:32.304,2023-02-28T10:37:02.074,2023-02-28T10:13:32.304,32,low
208,Clerk-000002,Clerk,Reject application,2023-02-28T10:37:39.207,2023-02-28T10:47:39.207,2023-02-28T10:37:39.207,47,medium
210,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-28T10:33:31.746,2023-02-28T10:53:31.746,2023-02-28T10:33:31.746,43,high
211,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-28T10:36:41.905,2023-02-28T10:56:41.905,2023-02-28T10:36:41.905,24,medium
212,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-28T10:37:02.074,2023-02-28T10:57:02.074,2023-02-28T10:37:02.074,43,low
212,Loan Officer-000001,Loan Officer,Design loan offer,2023-02-28T10:57:02.074,2023-02-28T11:06:35.691,2023-02-28T10:57:02.074,36,low
209,Clerk-000001,Clerk,Reject application,2023-02-28T10:59:45.746,2023-02-28T11:09:45.746,2023-02-28T10:59:45.746,59,low
213,Clerk-000006,Clerk,Check application form completeness,2023-02-28T10:30:00.000,2023-02-28T11:22:07.712,2023-02-28T10:30:00.000,64,medium
214,Clerk-000008,Clerk,Check application form completeness,2023-02-28T11:00:00.000,2023-02-28T11:24:00.081,2023-02-28T11:00:00.000,34,low
214,Appraiser-000001,Appraiser,Appraise property,2023-02-28T11:24:00.081,2023-02-28T11:25:58.134,2023-02-28T11:24:00.081,27,low
212,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-28T11:06:35.691,2023-02-28T11:26:35.691,2023-02-28T11:06:35.691,33,low
214,AML Investigator-000002,AML Investigator,AML check,2023-02-28T11:24:00.081,2023-02-28T11:40:53.606,2023-02-28T11:24:00.081,21,low
211,Clerk-000002,Clerk,Cancel application,2023-02-28T11:56:41.905,2023-02-28T12:01:41.905,2023-02-28T11:56:41.905,58,medium
210,Clerk-000004,Clerk,Reject application,2023-02-28T11:53:31.746,2023-02-28T12:03:31.746,2023-02-28T11:53:31.746,33,high
213,AML Investigator-000001,AML Investigator,AML check,2023-02-28T11:22:07.712,2023-02-28T12:05:19.669,2023-02-28T11:22:07.712,29,medium
216,Clerk-000001,Clerk,Check application form completeness,2023-02-28T12:00:00.000,2023-02-28T12:14:16.591,2023-02-28T12:00:00.000,61,high
216,Clerk-000006,Clerk,Check credit history,2023-02-28T12:14:16.591,2023-02-28T12:25:53.597,2023-02-28T12:14:16.591,39,high
212,Clerk-000008,Clerk,Cancel application,2023-02-28T12:26:35.691,2023-02-28T12:31:35.691,2023-02-28T12:26:35.691,37,low
213,Appraiser-000002,Appraiser,Appraise property,2023-02-28T11:22:07.712,2023-02-28T12:34:33.955,2023-02-28T11:22:07.712,36,medium
216,AML Investigator-000002,AML Investigator,AML check,2023-02-28T12:14:16.591,2023-02-28T12:42:37.456,2023-02-28T12:14:16.591,44,high
217,Clerk-000002,Clerk,Check application form completeness,2023-02-28T12:30:00.000,2023-02-28T12:53:23.865,2023-02-28T12:30:00.000,29,high
217,Clerk-000004,Clerk,Return application back to applicant,2023-02-28T12:53:23.865,2023-02-28T12:58:23.865,2023-02-28T12:53:23.865,28,high
214,Clerk-000007,Clerk,Check credit history,2023-02-28T11:24:00.081,2023-02-28T13:05:05.802,2023-02-28T11:24:00.081,34,low
215,Clerk-000003,Clerk,Check application form completeness,2023-02-28T11:30:00.000,2023-02-28T13:10:28.410,2023-02-28T11:30:00.000,45,high
213,Clerk-000005,Clerk,Check credit history,2023-02-28T11:22:07.712,2023-02-28T13:11:43.730,2023-02-28T11:22:07.712,39,medium
215,AML Investigator-000001,AML Investigator,AML check,2023-02-28T13:10:28.410,2023-02-28T13:22:26.586,2023-02-28T13:10:28.410,59,high
214,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-28T13:05:05.802,2023-02-28T13:25:05.802,2023-02-28T13:05:05.802,48,low
213,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-28T13:11:43.730,2023-02-28T13:31:43.730,2023-02-28T13:11:43.730,33,medium
219,Clerk-000008,Clerk,Check application form completeness,2023-02-28T13:30:00.000,2023-02-28T13:34:48.973,2023-02-28T13:30:00.000,33,medium
219,Clerk-000002,Clerk,Check credit history,2023-02-28T13:34:48.973,2023-02-28T13:40:30.284,2023-02-28T13:34:48.973,28,medium
219,AML Investigator-000002,AML Investigator,AML check,2023-02-28T13:34:48.973,2023-02-28T13:42:57.963,2023-02-28T13:34:48.973,65,medium
213,Loan Officer-000003,Loan Officer,Design loan offer,2023-02-28T13:31:43.730,2023-02-28T13:48:53.464,2023-02-28T13:31:43.730,61,medium
216,Appraiser-000001,Appraiser,Appraise property,2023-02-28T12:14:16.591,2023-02-28T13:48:57.388,2023-02-28T12:14:16.591,21,high
218,Clerk-000001,Clerk,Check application form completeness,2023-02-28T13:00:00.000,2023-02-28T13:50:29.120,2023-02-28T13:00:00.000,32,low
215,Appraiser-000002,Appraiser,Appraise property,2023-02-28T13:10:28.410,2023-02-28T13:51:01.391,2023-02-28T13:10:28.410,44,high
215,Clerk-000006,Clerk,Check credit history,2023-02-28T13:10:28.410,2023-02-28T13:51:53.193,2023-02-28T13:10:28.410,63,high
219,Appraiser-000001,Appraiser,Appraise property,2023-02-28T13:48:57.388,2023-02-28T13:54:33.863,2023-02-28T13:34:48.973,47,medium
218,Clerk-000004,Clerk,Check credit history,2023-02-28T13:50:29.120,2023-02-28T13:56:08.011,2023-02-28T13:50:29.120,60,low
217,Applicant-000001,Applicant,Applicant completes form,2023-02-28T12:58:23.865,2023-02-28T13:58:23.865,2023-02-28T12:58:23.865,26,high
218,AML Investigator-000001,AML Investigator,AML check,2023-02-28T13:50:29.120,2023-02-28T14:05:25.010,2023-02-28T13:50:29.120,22,low
217,Clerk-000007,Clerk,Check application form completeness,2023-02-28T13:58:23.865,2023-02-28T14:08:20.738,2023-02-28T13:58:23.865,50,high
213,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-28T13:48:53.464,2023-02-28T14:08:53.464,2023-02-28T13:48:53.464,54,medium
216,Loan Officer-000001,Loan Officer,Assess loan risk,2023-02-28T13:48:57.388,2023-02-28T14:08:57.388,2023-02-28T13:48:57.388,45,high
217,Clerk-000005,Clerk,Check credit history,2023-02-28T14:08:20.738,2023-02-28T14:11:06.239,2023-02-28T14:08:20.738,38,high
217,AML Investigator-000002,AML Investigator,AML check,2023-02-28T14:08:20.738,2023-02-28T14:11:25.256,2023-02-28T14:08:20.738,54,high
215,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-28T13:51:53.193,2023-02-28T14:11:53.193,2023-02-28T13:51:53.193,64,high
220,Clerk-000003,Clerk,Check application form completeness,2023-02-28T14:00:00.000,2023-02-28T14:13:04.109,2023-02-28T14:00:00.000,56,medium
219,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-28T13:54:33.863,2023-02-28T14:14:33.863,2023-02-28T13:54:33.863,55,medium
218,Appraiser-000002,Appraiser,Appraise property,2023-02-28T13:51:01.391,2023-02-28T14:21:06.633,2023-02-28T13:50:29.120,22,low
220,Clerk-000008,Clerk,Check credit history,2023-02-28T14:13:04.109,2023-02-28T14:27:49.991,2023-02-28T14:13:04.109,34,medium
217,Appraiser-000001,Appraiser,Appraise property,2023-02-28T14:08:20.738,2023-02-28T14:28:45.221,2023-02-28T14:08:20.738,49,high
219,Loan Officer-000003,Loan Officer,Design loan offer,2023-02-28T14:14:33.863,2023-02-28T14:29:06.336,2023-02-28T14:14:33.863,34,medium
214,Clerk-000002,Clerk,Reject application,2023-02-28T14:25:05.802,2023-02-28T14:35:05.802,2023-02-28T14:25:05.802,34,low
218,Loan Officer-000001,Loan Officer,Assess loan risk,2023-02-28T14:21:06.633,2023-02-28T14:41:06.633,2023-02-28T14:21:06.633,26,low
221,Clerk-000001,Clerk,Check application form completeness,2023-02-28T14:30:00.000,2023-02-28T14:43:52.824,2023-02-28T14:30:00.000,54,low
217,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-28T14:28:45.221,2023-02-28T14:48:45.221,2023-02-28T14:28:45.221,23,high
221,AML Investigator-000002,AML Investigator,AML check,2023-02-28T14:43:52.824,2023-02-28T14:48:58.932,2023-02-28T14:43:52.824,35,low
219,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-28T14:29:06.336,2023-02-28T14:49:06.336,2023-02-28T14:29:06.336,64,medium
221,Clerk-000006,Clerk,Check credit history,2023-02-28T14:43:52.824,2023-02-28T14:55:17.444,2023-02-28T14:43:52.824,60,low
217,Loan Officer-000004,Loan Officer,Design loan offer,2023-02-28T14:48:45.221,2023-02-28T14:58:31.349,2023-02-28T14:48:45.221,38,high
